episodes,tmax,goalcoords,rsz,rmax,seed,pcinit,bptype,npc,alpha,sigma,plr,clr,llr,alr,slr,gamma,nact,beta,balpha,paramsindex,noise,analysis,datadir,figdir,csvname,var_pv,var_rc,var_gr,var_lat
200000,100,[0.5],0.05,5,2,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-06,drift,./data/,./fig/,results_noise,0.007242428011096835,0.018431637986766055,3.272237148590017,1.3962989468060012
200000,100,[0.5],0.05,5,9,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-07,drift,./data/,./fig/,results_noise,0.007650900550052285,0.018489338457663793,3.1510825956462076,1.3231216676686026
200000,100,[0.5],0.05,5,0,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-06,drift,./data/,./fig/,results_noise,0.007313036492357487,0.020727798444953874,3.1357514414539818,1.3030213248406366
200000,100,[0.5],0.05,5,1,uni,both,64,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,"[3, 4]",0.1,drift,./data/,./fig/,results_noise,0.14724129698958724,0.1622695832387068,7.440475894850608,15.599137555709406
200000,100,[0.5],0.05,5,7,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-07,drift,./data/,./fig/,results_noise,0.019596244708978416,0.020705411186978523,3.1608835702679414,1.2516497828924795
200000,100,[0.5],0.05,5,6,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-06,drift,./data/,./fig/,results_noise,0.009867909278104884,0.01564763535655338,2.9637114466056187,1.2910425057703703
200000,100,[0.5],0.05,5,3,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.010488328056344413,0.017295664721223604,2.99040866614379,1.3118963886902608
200000,100,[0.5],0.05,5,5,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.014745238249865183,0.019690270071377042,2.961623991888647,1.3023241560904562
200000,100,[0.5],0.05,5,6,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.007200558170219355,0.023235142372114048,3.1461610641124773,1.3562968252939018
200000,100,[0.5],0.05,5,4,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.006318036813301525,0.011508352923871078,3.3123518381806885,1.279386846018735
200000,100,[0.5],0.05,5,1,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.007925993257992026,0.01875578349796138,2.840363397705001,1.3271659653680234
200000,100,[0.5],0.05,5,2,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.01282588841272608,0.019939654430134485,3.1838787552071284,1.2754523964421427
200000,100,[0.5],0.05,5,0,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.00721102651379534,0.015183254545609037,3.567326221476048,1.3494273861548534
200000,100,[0.5],0.05,5,2,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.015237905961000643,0.018940509028750902,3.0801405407830944,1.3182506183687712
200000,100,[0.5],0.05,5,7,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-06,drift,./data/,./fig/,results_noise,0.006618952664148064,0.016279471438162905,3.149599434190578,1.2769460392024181
200000,100,[0.5],0.05,5,1,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.012276614266198195,0.02127875769804412,3.0601813380688427,1.2492730178670255
200000,100,[0.5],0.05,5,8,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-06,drift,./data/,./fig/,results_noise,0.016073947077139075,0.01910877327082325,3.1965116059450174,1.4383116666282145
200000,100,[0.5],0.05,5,5,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.006519987407458962,0.019441650266284426,3.1841443404120926,1.3437168765540912
200000,100,[0.5],0.05,5,9,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],1e-06,drift,./data/,./fig/,results_noise,0.006755171970366525,0.017162209643779486,3.249907236918451,1.3379857242130075
200000,100,[0.5],0.05,5,3,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.009479687398568953,0.014462520868728335,3.31822847942661,1.396251772588338
200000,100,[0.5],0.05,5,6,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.021856113383140037,0.02098058416790216,3.3350528501960364,1.355612331284187
200000,100,[0.5],0.05,5,4,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.006784510619917179,0.015148266435383823,3.542964938274856,1.4944266942209161
200000,100,[0.5],0.05,5,0,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],5e-06,drift,./data/,./fig/,results_noise,0.014158648050574445,0.018685707231542874,3.1663155183919938,1.287996301284008
200000,100,[0.5],0.05,5,9,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.016232123826060853,0.02217088254563153,2.9118859813178757,1.275339715811891
200000,100,[0.5],0.05,5,8,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.008265653433835386,0.016272453420923618,3.25324467759226,1.3083938623775664
200000,100,[0.5],0.05,5,7,uni,both,16,0.5,0.05,0.01,0.01,0.0001,0.0001,0.0,0.9,2,1,0.0,[3],0.0,drift,./data/,./fig/,results_noise,0.014033560677555406,0.0200457032323956,3.346752791666562,1.3247785356898647
